"","ID","ID.CapDate","lat","long","Capture.date","Grid","year","Sex","Age","H.poly.EPG","EappINF","NoInf_0","NoUninf_0","Prev_0","NoInf_10","NoUninf_10","Prev_10","NoInf_14.1","NoUninf_14.1","Prev_14.1","NoInf_20","NoUninf_20","Prev_20","NoInf_22.4","NoUninf_22.4","Prev_22.4","NoInf_28.3","NoUninf_28.3","Prev_28.3","NoInf_30","NoUninf_30","Prev_30","NoInf_31.6","NoUninf_31.6","Prev_31.6","NoInf_36.1","NoUninf_36.1","Prev_36.1","NoInf_40","NoUninf_40","Prev_40","NoInf_50","NoUninf_50","Prev_50","NoInf_60","NoUninf_60","Prev_60","NoInf_70","NoUninf_70","Prev_70","NoInf_80","NoUninf_80","Prev_80","NoInf_90","NoUninf_90","Prev_90","NoInf_100","NoUninf_100","Prev_100","NoInf_110","NoUninf_110","Prev_110"
"6427","67125021","67125021-2012-10-09",10,30,2012-10-09,"HA1",2012,"M","Adult","0",0,1,5,0.166666666666667,2,19,0.0952380952380952,5,36,0.121951219512195,6,47,0.113207547169811,7,73,0.0875,8,80,0.0909090909090909,10,90,0.1,10,114,0.0806451612903226,12,125,0.0875912408759124,15,133,0.101351351351351,25,161,0.134408602150538,29,186,0.134883720930233,39,212,0.155378486055777,51,258,0.16504854368932,67,292,0.186629526462396,74,332,0.182266009852217,80,340,0.19047619047619
"6430","67125021","67125021-2012-10-23",30,40,2012-10-23,"HA1",2012,"M","Adult","0",0,0,6,0,4,19,0.173913043478261,6,32,0.157894736842105,9,46,0.163636363636364,14,74,0.159090909090909,16,88,0.153846153846154,19,99,0.161016949152542,22,121,0.153846153846154,29,156,0.156756756756757,30,163,0.155440414507772,48,230,0.172661870503597,66,276,0.192982456140351,88,344,0.203703703703704,99,392,0.20162932790224,106,407,0.206627680311891,106,407,0.206627680311891,106,407,0.206627680311891
"6433","67125021","67125021-2012-11-07",20,50,2012-11-07,"HA1",2012,"M","Adult","0",0,0,5,0,3,23,0.115384615384615,6,43,0.122448979591837,8,60,0.117647058823529,15,100,0.130434782608696,16,116,0.121212121212121,17,126,0.118881118881119,22,152,0.126436781609195,25,177,0.123762376237624,27,187,0.126168224299065,49,264,0.156549520766773,74,344,0.177033492822967,88,380,0.188034188034188,98,438,0.182835820895522,114,501,0.185365853658537,115,503,0.186084142394822,115,503,0.186084142394822
"6434","67125021","67125021-2012-11-20",20,50,2012-11-20,"HA1",2012,"M","Adult","0",0,0,6,0,3,26,0.103448275862069,6,47,0.113207547169811,8,65,0.10958904109589,17,108,0.136,18,125,0.125874125874126,20,136,0.128205128205128,25,163,0.132978723404255,28,189,0.129032258064516,30,199,0.131004366812227,53,283,0.157738095238095,79,373,0.174778761061947,95,414,0.18664047151277,107,479,0.18259385665529,123,544,0.184407796101949,124,547,0.184798807749627,124,547,0.184798807749627
"6435","67125021","67125021-2012-12-04",20,20,2012-12-04,"HA1",2012,"M","Adult","0",0,0,8,0,3,32,0.0857142857142857,8,58,0.121212121212121,13,79,0.141304347826087,16,133,0.10738255033557,16,156,0.0930232558139535,16,168,0.0869565217391304,16,183,0.0804020100502513,21,197,0.0963302752293578,22,211,0.0944206008583691,33,255,0.114583333333333,44,308,0.125,58,360,0.138755980861244,77,432,0.151277013752456,112,539,0.172043010752688,122,588,0.171830985915493,125,602,0.171939477303989
"6450","67126571","67126571-2012-06-19",60,60,2012-06-19,"HA1",2012,"F","NotAdult","0",0,0,1,0,0,2,0,0,2,0,0,2,0,0,2,0,0,4,0,0,4,0,0,6,0,1,8,0.111111111111111,1,9,0.1,1,18,0.0526315789473684,2,23,0.08,3,23,0.115384615384615,3,27,0.1,3,28,0.0967741935483871,3,28,0.0967741935483871,3,28,0.0967741935483871
"6457","67259552","67259552-2012-11-07",0,10,2012-11-07,"HA1",2012,"F","Adult","0",0,0,8,0,1,36,0.027027027027027,3,50,0.0566037735849057,4,65,0.0579710144927536,5,83,0.0568181818181818,6,86,0.0652173913043478,7,96,0.0679611650485437,8,114,0.0655737704918033,12,118,0.0923076923076923,13,121,0.0970149253731343,14,160,0.0804597701149425,23,200,0.103139013452915,32,240,0.117647058823529,44,276,0.1375,65,332,0.163727959697733,84,396,0.175,103,452,0.185585585585586
"6458","67259597","67259597-2012-06-19",100,30,2012-06-19,"HA1",2012,"F","Adult","0",0,0,2,0,0,3,0,0,3,0,2,3,0.4,3,3,0.5,3,3,0.5,3,3,0.5,3,3,0.5,3,3,0.5,3,3,0.5,3,5,0.375,3,7,0.3,3,9,0.25,3,13,0.1875,3,16,0.157894736842105,3,22,0.12,3,28,0.0967741935483871
"6459","67259597","67259597-2012-07-18",90,50,2012-07-18,"HA1",2012,"F","Adult","0",0,0,0,NA,0,0,NA,0,0,NA,0,4,0,1,14,0.0666666666666667,1,16,0.0588235294117647,1,16,0.0588235294117647,1,22,0.0434782608695652,1,23,0.0416666666666667,2,23,0.08,5,28,0.151515151515152,5,42,0.106382978723404,5,47,0.0961538461538462,6,60,0.0909090909090909,6,78,0.0714285714285714,6,90,0.0625,6,95,0.0594059405940594
"6463","67259597","67259597-2012-08-14",100,10,2012-08-14,"HA1",2012,"F","Adult","0",0,1,2,0.333333333333333,2,5,0.285714285714286,2,5,0.285714285714286,2,11,0.153846153846154,2,13,0.133333333333333,3,14,0.176470588235294,3,15,0.166666666666667,3,17,0.15,3,18,0.142857142857143,3,18,0.142857142857143,5,24,0.172413793103448,6,28,0.176470588235294,7,44,0.137254901960784,7,55,0.112903225806452,10,75,0.117647058823529,14,103,0.11965811965812,15,121,0.110294117647059
"6476","67265276","67265276-2012-11-08",10,30,2012-11-08,"HA1",2012,"F","Adult","10",1,1,7,0.125,4,28,0.125,8,54,0.129032258064516,9,69,0.115384615384615,10,106,0.0862068965517241,11,116,0.0866141732283465,13,132,0.0896551724137931,14,171,0.0756756756756757,17,190,0.0821256038647343,20,204,0.0892857142857143,31,245,0.11231884057971,41,282,0.126934984520124,61,329,0.156410256410256,78,393,0.165605095541401,98,449,0.179159049360146,113,508,0.181964573268921,119,527,0.184210526315789
"6529","67276836","67276836-2012-11-08",70,60,2012-11-08,"HA1",2012,"F","NotAdult","0",0,4,4,0.5,8,18,0.307692307692308,15,26,0.365853658536585,20,35,0.363636363636364,31,52,0.373493975903614,35,70,0.333333333333333,41,84,0.328,45,110,0.290322580645161,51,147,0.257575757575758,55,159,0.257009345794392,76,273,0.217765042979943,94,331,0.221176470588235,107,408,0.207766990291262,115,484,0.191986644407346,119,516,0.18740157480315,119,527,0.184210526315789,119,527,0.184210526315789
"6549","67281060","67281060-2012-07-31",0,80,2012-07-31,"HA1",2012,"F","Adult","0",0,0,0,NA,1,1,0.5,1,5,0.166666666666667,1,7,0.125,1,12,0.0769230769230769,1,17,0.0555555555555556,1,18,0.0526315789473684,1,21,0.0454545454545455,1,24,0.04,1,26,0.037037037037037,2,35,0.0540540540540541,2,42,0.0454545454545455,3,51,0.0555555555555556,3,73,0.0394736842105263,4,84,0.0454545454545455,7,90,0.0721649484536082,7,95,0.0686274509803922
"6563","67287808","67287808-2012-08-15",90,90,2012-08-15,"HA1",2012,"F","NotAdult","0",1,0,0,NA,1,4,0.2,2,14,0.125,5,16,0.238095238095238,6,21,0.222222222222222,6,22,0.214285714285714,6,24,0.2,7,25,0.21875,7,26,0.212121212121212,7,28,0.2,10,36,0.217391304347826,10,37,0.212765957446809,12,57,0.173913043478261,14,76,0.155555555555556,19,93,0.169642857142857,20,113,0.150375939849624,20,123,0.13986013986014
"6593","67296101","67296101-2012-12-05",0,10,2012-12-05,"HA1",2012,"F","Adult","13.3333333333333",0,0,10,0,1,46,0.0212765957446809,3,65,0.0441176470588235,4,82,0.0465116279069767,6,104,0.0545454545454545,7,107,0.0614035087719298,9,117,0.0714285714285714,10,138,0.0675675675675676,14,142,0.0897435897435897,15,147,0.0925925925925926,16,195,0.0758293838862559,25,244,0.0929368029739777,35,291,0.107361963190184,48,332,0.126315789473684,70,404,0.147679324894515,91,489,0.156896551724138,111,559,0.165671641791045
"6594","67296101","67296101-2012-12-19",0,10,2012-12-19,"HA1",2012,"F","Adult","0",0,0,13,0,1,49,0.02,3,69,0.0416666666666667,4,87,0.043956043956044,6,110,0.0517241379310345,7,114,0.0578512396694215,9,124,0.0676691729323308,10,146,0.0641025641025641,14,152,0.0843373493975904,15,158,0.0867052023121387,17,211,0.0745614035087719,27,265,0.0924657534246575,37,312,0.106017191977077,50,357,0.122850122850123,72,437,0.141453831041257,93,526,0.150242326332795,113,608,0.156726768377254
"6650","79610382","79610382-2012-08-16",80,10,2012-08-16,"HA1",2012,"F","Adult","0",0,0,0,NA,1,3,0.25,1,6,0.142857142857143,3,11,0.214285714285714,5,17,0.227272727272727,5,25,0.166666666666667,5,25,0.166666666666667,5,27,0.15625,5,27,0.15625,7,27,0.205882352941176,9,38,0.191489361702128,9,53,0.145161290322581,11,75,0.127906976744186,15,103,0.127118644067797,20,132,0.131578947368421,25,144,0.14792899408284,26,153,0.145251396648045
"6666","79612036","79612036-2012-09-12",30,30,2012-09-12,"HA1",2012,"M","NotAdult","0",0,1,1,0.5,1,7,0.125,2,19,0.0952380952380952,4,30,0.117647058823529,8,51,0.135593220338983,9,59,0.132352941176471,9,69,0.115384615384615,11,84,0.115789473684211,14,99,0.123893805309735,14,102,0.120689655172414,19,134,0.124183006535948,26,156,0.142857142857143,34,180,0.158878504672897,47,220,0.176029962546816,52,235,0.181184668989547,54,237,0.185567010309278,54,237,0.185567010309278
"6680","79612792","79612792-2012-12-05",10,90,2012-12-05,"HA1",2012,"M","Adult","52.9411764705882",0,1,12,0.0769230769230769,8,34,0.19047619047619,11,55,0.166666666666667,15,71,0.174418604651163,20,100,0.166666666666667,21,103,0.169354838709677,25,110,0.185185185185185,29,136,0.175757575757576,30,142,0.174418604651163,30,150,0.166666666666667,37,199,0.156779661016949,58,249,0.188925081433225,72,306,0.19047619047619,82,393,0.172631578947368,103,483,0.175767918088737,117,569,0.170553935860058,118,602,0.163888888888889
"6688","79613616","79613616-2012-10-10",70,50,2012-10-10,"HA1",2012,"F","Adult","0",1,0,3,0,6,6,0.5,9,13,0.409090909090909,12,19,0.387096774193548,18,36,0.333333333333333,22,46,0.323529411764706,24,51,0.32,31,73,0.298076923076923,33,98,0.251908396946565,36,109,0.248275862068966,57,177,0.243589743589744,72,232,0.236842105263158,85,285,0.22972972972973,90,341,0.208816705336427,94,362,0.206140350877193,94,362,0.206140350877193,94,362,0.206140350877193
"6694","79614264","79614264-2012-10-11",100,10,2012-10-11,"HA1",2012,"F","Adult","0",0,4,4,0.5,7,11,0.388888888888889,7,14,0.333333333333333,7,24,0.225806451612903,8,37,0.177777777777778,9,39,0.1875,10,45,0.181818181818182,11,55,0.166666666666667,12,58,0.171428571428571,13,60,0.178082191780822,21,74,0.221052631578947,30,97,0.236220472440945,42,131,0.242774566473988,54,171,0.24,66,222,0.229166666666667,81,283,0.222527472527473,88,334,0.208530805687204
"6698","79614576","79614576-2012-12-04",10,20,2012-12-04,"HA1",2012,"F","Adult","25",0,1,9,0.1,4,47,0.0784313725490196,6,77,0.072289156626506,8,93,0.0792079207920792,14,122,0.102941176470588,14,140,0.0909090909090909,15,149,0.0914634146341463,16,165,0.0883977900552486,16,177,0.0829015544041451,17,187,0.0833333333333333,30,245,0.109090909090909,40,286,0.122699386503067,48,337,0.124675324675325,71,394,0.152688172043011,90,480,0.157894736842105,117,558,0.173333333333333,122,588,0.171830985915493
"6699","79614576","79614576-2012-12-18",10,50,2012-12-18,"HA1",2012,"F","Adult","303.703703703704",0,0,4,0,3,28,0.0967741935483871,6,55,0.0983606557377049,11,83,0.117021276595745,14,123,0.102189781021898,16,129,0.110344827586207,20,152,0.116279069767442,24,186,0.114285714285714,24,197,0.108597285067873,26,225,0.103585657370518,46,314,0.127777777777778,65,409,0.137130801687764,80,448,0.151515151515152,98,510,0.161184210526316,110,583,0.158730158730159,125,660,0.159235668789809,128,668,0.160804020100503
"6718","79615341","79615341-2012-12-18",20,10,2012-12-18,"HA1",2012,"M","Adult","129.411764705882",0,1,8,0.111111111111111,3,40,0.0697674418604651,5,75,0.0625,7,92,0.0707070707070707,12,132,0.0833333333333333,12,144,0.0769230769230769,15,147,0.0925925925925926,19,166,0.102702702702703,19,183,0.0940594059405941,20,196,0.0925925925925926,26,244,0.0962962962962963,35,295,0.106060606060606,48,357,0.118518518518519,67,425,0.136178861788618,87,524,0.142389525368249,117,615,0.159836065573771,123,649,0.159326424870466
"6719","79615341","79615341-2012-12-05",20,0,2012-12-05,"HA1",2012,"M","Adult","143.75",0,0,5,0,2,33,0.0571428571428571,4,50,0.0740740740740741,4,72,0.0526315789473684,6,99,0.0571428571428571,8,115,0.0650406504065041,12,120,0.0909090909090909,15,130,0.103448275862069,15,146,0.093167701863354,18,149,0.107784431137725,22,209,0.0952380952380952,27,250,0.0974729241877256,36,299,0.107462686567164,54,365,0.128878281622912,72,442,0.140077821011673,92,511,0.15257048092869,116,584,0.165714285714286
"6750","79617035","79617035-2012-10-09",100,0,2012-10-09,"HA1",2012,"F","Adult","0",1,0,1,0,3,6,0.333333333333333,4,6,0.4,5,15,0.25,5,18,0.217391304347826,6,21,0.222222222222222,6,34,0.15,6,40,0.130434782608696,7,43,0.14,7,48,0.127272727272727,12,60,0.166666666666667,15,72,0.172413793103448,20,100,0.166666666666667,34,134,0.202380952380952,44,174,0.201834862385321,52,231,0.183745583038869,63,275,0.186390532544379
"6774","79618628","79618628-2012-09-27",100,50,2012-09-27,"HA1",2012,"M","Adult","0",0,0,0,NA,0,3,0,1,7,0.125,3,15,0.166666666666667,8,22,0.266666666666667,9,26,0.257142857142857,13,37,0.26,15,43,0.258620689655172,16,50,0.242424242424242,20,56,0.263157894736842,29,74,0.281553398058252,33,111,0.229166666666667,39,130,0.230769230769231,44,155,0.221105527638191,51,196,0.206477732793522,60,243,0.198019801980198,66,271,0.195845697329377
"6779","79618812","79618812-2012-08-14",50,40,2012-08-14,"HA1",2012,"M","Adult","0",1,0,1,0,0,2,0,1,6,0.142857142857143,1,8,0.111111111111111,2,19,0.0952380952380952,2,21,0.0869565217391304,3,22,0.12,5,24,0.172413793103448,5,37,0.119047619047619,5,40,0.111111111111111,9,76,0.105882352941176,13,108,0.107438016528926,15,130,0.103448275862069,16,135,0.105960264900662,16,135,0.105960264900662,16,135,0.105960264900662,16,135,0.105960264900662
"6780","79618812","79618812-2012-08-28",90,70,2012-08-28,"HA1",2012,"M","Adult","0",1,1,2,0.333333333333333,1,6,0.142857142857143,3,12,0.2,4,14,0.222222222222222,8,20,0.285714285714286,10,22,0.3125,11,23,0.323529411764706,11,31,0.261904761904762,13,36,0.26530612244898,13,38,0.254901960784314,17,56,0.232876712328767,20,65,0.235294117647059,21,84,0.2,24,106,0.184615384615385,28,129,0.178343949044586,28,153,0.154696132596685,29,162,0.151832460732984
"6781","79618812","79618812-2012-09-11",80,60,2012-09-11,"HA1",2012,"M","Adult","6.66666666666667",0,0,1,0,4,5,0.444444444444444,7,11,0.388888888888889,8,16,0.333333333333333,9,21,0.3,13,25,0.342105263157895,15,31,0.326086956521739,19,36,0.345454545454545,21,52,0.287671232876712,21,59,0.2625,29,84,0.256637168141593,32,109,0.226950354609929,35,131,0.210843373493976,44,169,0.206572769953052,46,199,0.187755102040816,47,211,0.182170542635659,47,211,0.182170542635659
"6782","79618812","79618812-2012-09-25",40,60,2012-09-25,"HA1",2012,"M","Adult","0",1,1,2,0.333333333333333,2,6,0.25,3,12,0.2,3,23,0.115384615384615,5,43,0.104166666666667,7,47,0.12962962962963,10,53,0.158730158730159,14,71,0.164705882352941,17,84,0.168316831683168,18,95,0.15929203539823,40,162,0.198019801980198,49,204,0.193675889328063,56,243,0.187290969899666,60,261,0.186915887850467,60,261,0.186915887850467,60,261,0.186915887850467,60,261,0.186915887850467
"6784","79618812","79618812-2012-08-29",90,70,2012-08-29,"HA1",2012,"M","Adult","3.2258064516129",1,2,2,0.5,2,7,0.222222222222222,4,13,0.235294117647059,5,15,0.25,9,21,0.3,11,23,0.323529411764706,12,24,0.333333333333333,13,32,0.288888888888889,15,37,0.288461538461538,15,39,0.277777777777778,19,59,0.243589743589744,22,69,0.241758241758242,24,88,0.214285714285714,27,111,0.195652173913043,32,138,0.188235294117647,32,164,0.163265306122449,33,174,0.159420289855072
"6785","79618812","79618812-2012-08-30",70,60,2012-08-30,"HA1",2012,"M","Adult","2.89855072463768",1,0,2,0,0,9,0,3,11,0.214285714285714,4,12,0.25,9,17,0.346153846153846,10,24,0.294117647058824,12,27,0.307692307692308,15,39,0.277777777777778,19,47,0.287878787878788,20,51,0.28169014084507,26,93,0.218487394957983,31,114,0.213793103448276,37,147,0.201086956521739,39,173,0.183962264150943,40,184,0.178571428571429,40,189,0.174672489082969,40,189,0.174672489082969
"6788","79618812","79618812-2012-09-27",60,40,2012-09-27,"HA1",2012,"M","Adult","61.9718309859154",0,0,0,NA,2,6,0.25,3,12,0.2,5,20,0.2,11,32,0.255813953488372,14,42,0.25,14,49,0.222222222222222,15,62,0.194805194805195,16,73,0.179775280898876,19,79,0.193877551020408,31,156,0.165775401069519,50,204,0.196850393700787,61,255,0.193037974683544,66,277,0.192419825072886,67,282,0.191977077363897,67,282,0.191977077363897,67,282,0.191977077363897
"6796","79619290","79619290-2012-09-28",100,80,2012-09-28,"HA1",2012,"M","Adult","0",0,3,4,0.428571428571429,5,10,0.333333333333333,10,13,0.434782608695652,10,16,0.384615384615385,13,27,0.325,13,36,0.26530612244898,13,37,0.26,17,43,0.283333333333333,22,48,0.314285714285714,24,52,0.315789473684211,32,79,0.288288288288288,35,101,0.257352941176471,45,123,0.267857142857143,52,154,0.252427184466019,57,200,0.221789883268482,67,244,0.215434083601286,74,280,0.209039548022599
"6797","79619290","79619290-2012-10-09",100,90,2012-10-09,"HA1",2012,"M","Adult","0",0,2,2,0.5,6,8,0.428571428571429,7,13,0.35,8,22,0.266666666666667,12,35,0.25531914893617,13,37,0.26,16,42,0.275862068965517,18,48,0.272727272727273,18,53,0.253521126760563,18,57,0.24,31,76,0.289719626168224,37,96,0.278195488721804,43,120,0.263803680981595,54,152,0.262135922330097,57,202,0.22007722007722,70,249,0.219435736677116,77,286,0.212121212121212
"6865","79623028","79623028-2012-12-05",0,100,2012-12-05,"HA1",2012,"M","Adult","33.3333333333333",0,2,6,0.25,7,19,0.269230769230769,8,31,0.205128205128205,8,44,0.153846153846154,10,53,0.158730158730159,11,55,0.166666666666667,16,74,0.177777777777778,20,90,0.181818181818182,20,100,0.166666666666667,23,116,0.165467625899281,31,151,0.17032967032967,39,195,0.166666666666667,51,240,0.175257731958763,67,305,0.18010752688172,81,386,0.173447537473233,100,476,0.173611111111111,113,549,0.170694864048338
"6866","79623028","79623028-2012-12-18",0,100,2012-12-18,"HA1",2012,"M","Adult","274.418604651163",0,2,8,0.2,7,23,0.233333333333333,8,36,0.181818181818182,8,49,0.140350877192982,10,58,0.147058823529412,11,60,0.154929577464789,16,80,0.166666666666667,20,97,0.170940170940171,20,108,0.15625,23,124,0.156462585034014,32,159,0.167539267015707,40,206,0.16260162601626,52,257,0.168284789644013,68,326,0.17258883248731,82,412,0.165991902834008,102,502,0.16887417218543,115,580,0.165467625899281
"6867","79623113","79623113-2012-09-11",100,80,2012-09-11,"HA1",2012,"F","Adult","0",0,3,3,0.5,4,8,0.333333333333333,8,10,0.444444444444444,8,12,0.4,11,18,0.379310344827586,11,24,0.314285714285714,11,24,0.314285714285714,13,28,0.317073170731707,17,33,0.34,18,34,0.346153846153846,22,51,0.301369863013699,25,66,0.274725274725275,30,80,0.272727272727273,33,101,0.246268656716418,35,130,0.212121212121212,42,161,0.206896551724138,46,184,0.2
"6888","79623797","79623797-2012-08-30",10,40,2012-08-30,"HA1",2012,"M","Adult","0",1,0,2,0,2,11,0.153846153846154,2,17,0.105263157894737,3,22,0.12,3,41,0.0681818181818182,3,43,0.0652173913043478,5,53,0.0862068965517241,7,66,0.0958904109589041,8,73,0.0987654320987654,11,81,0.119565217391304,13,99,0.116071428571429,16,111,0.125984251968504,18,127,0.124137931034483,25,146,0.146198830409357,32,165,0.16243654822335,39,188,0.171806167400881,40,189,0.174672489082969
"6889","79623797","79623797-2012-10-23",10,90,2012-10-23,"HA1",2012,"M","Adult","3.57142857142857",0,1,8,0.111111111111111,8,22,0.266666666666667,9,38,0.191489361702128,12,46,0.206896551724138,17,62,0.215189873417722,17,64,0.209876543209877,21,69,0.233333333333333,24,86,0.218181818181818,25,89,0.219298245614035,25,93,0.211864406779661,30,127,0.191082802547771,50,167,0.230414746543779,61,203,0.231060606060606,69,257,0.211656441717791,88,310,0.221105527638191,98,362,0.21304347826087,99,388,0.203285420944559
"6890","79623797","79623797-2012-11-20",0,90,2012-11-20,"HA1",2012,"M","Adult","11.1111111111111",0,4,4,0.5,7,26,0.212121212121212,10,39,0.204081632653061,11,45,0.196428571428571,15,64,0.189873417721519,15,72,0.172413793103448,16,83,0.161616161616162,21,101,0.172131147540984,22,112,0.164179104477612,25,116,0.177304964539007,32,156,0.170212765957447,40,197,0.168776371308017,61,241,0.201986754966887,75,301,0.199468085106383,88,376,0.189655172413793,106,453,0.189624329159213,115,493,0.189144736842105
"6892","79623797","79623797-2012-12-04",0,60,2012-12-04,"HA1",2012,"M","Adult","5.45454545454545",0,0,8,0,2,23,0.08,5,38,0.116279069767442,5,59,0.078125,8,87,0.0842105263157895,12,91,0.116504854368932,17,110,0.133858267716535,21,140,0.130434782608696,22,152,0.126436781609195,27,170,0.137055837563452,41,249,0.141379310344828,53,319,0.14247311827957,67,372,0.152619589977221,85,415,0.17,99,478,0.17157712305026,110,533,0.171073094867807,120,592,0.168539325842697
"6893","79623797","79623797-2012-12-18",10,90,2012-12-18,"HA1",2012,"M","Adult","5.19480519480519",0,1,13,0.0714285714285714,8,37,0.177777777777778,11,60,0.154929577464789,15,77,0.16304347826087,20,108,0.15625,21,111,0.159090909090909,26,118,0.180555555555556,30,144,0.172413793103448,31,150,0.171270718232044,31,159,0.163157894736842,38,213,0.151394422310757,59,265,0.182098765432099,73,326,0.182957393483709,83,417,0.166,104,510,0.169381107491857,119,600,0.165507649513213,120,634,0.159151193633952
"6946","79625618","79625618-2012-12-20",80,10,2012-12-20,"HA1",2012,"F","Adult","15.5555555555556",0,0,2,0,2,21,0.0869565217391304,3,37,0.075,10,55,0.153846153846154,14,92,0.132075471698113,14,107,0.115702479338843,15,112,0.118110236220472,20,123,0.13986013986014,23,138,0.142857142857143,26,141,0.155688622754491,34,186,0.154545454545455,49,256,0.160655737704918,64,330,0.16243654822335,83,437,0.159615384615385,97,563,0.146969696969697,120,642,0.15748031496063,125,683,0.15470297029703
"7027","79630010","79630010-2012-09-25",10,90,2012-09-25,"HA1",2012,"F","Adult","0",0,1,4,0.2,6,12,0.333333333333333,7,24,0.225806451612903,10,31,0.24390243902439,13,41,0.240740740740741,13,43,0.232142857142857,15,46,0.245901639344262,16,56,0.222222222222222,16,57,0.219178082191781,16,61,0.207792207792208,19,89,0.175925925925926,29,112,0.205673758865248,35,136,0.204678362573099,36,177,0.169014084507042,50,204,0.196850393700787,56,233,0.193771626297578,56,249,0.183606557377049
"7028","79630010","79630010-2012-10-09",20,60,2012-10-09,"HA1",2012,"F","Adult","0",0,0,5,0,2,19,0.0952380952380952,5,34,0.128205128205128,9,42,0.176470588235294,14,65,0.177215189873418,14,77,0.153846153846154,15,81,0.15625,19,98,0.162393162393162,25,112,0.182481751824818,26,125,0.172185430463576,40,188,0.175438596491228,51,222,0.186813186813187,62,263,0.190769230769231,69,299,0.1875,77,334,0.187347931873479,80,340,0.19047619047619,80,340,0.19047619047619
"7029","79630010","79630010-2012-10-23",10,100,2012-10-23,"HA1",2012,"F","Adult","0",0,1,4,0.2,3,22,0.12,7,26,0.212121212121212,13,39,0.25,13,47,0.216666666666667,13,47,0.216666666666667,18,58,0.236842105263158,22,67,0.247191011235955,23,70,0.247311827956989,24,79,0.233009708737864,32,106,0.231884057971014,41,137,0.230337078651685,54,181,0.229787234042553,66,223,0.228373702422145,79,277,0.221910112359551,94,330,0.221698113207547,99,369,0.211538461538462
"7030","79630010","79630010-2012-11-07",20,80,2012-11-07,"HA1",2012,"F","Adult","0",1,0,2,0,2,19,0.0952380952380952,7,45,0.134615384615385,8,65,0.10958904109589,23,98,0.190082644628099,30,117,0.204081632653061,31,127,0.19620253164557,31,137,0.18452380952381,34,150,0.184782608695652,39,153,0.203125,54,198,0.214285714285714,69,256,0.212307692307692,79,319,0.198492462311558,97,385,0.201244813278008,107,460,0.188712522045855,109,493,0.181063122923588,114,501,0.185365853658537
"7031","79630010","79630010-2012-11-21",40,60,2012-11-21,"HA1",2012,"F","Adult","0",0,2,2,0.5,5,13,0.277777777777778,7,24,0.225806451612903,10,41,0.196078431372549,15,76,0.164835164835165,23,82,0.219047619047619,31,97,0.2421875,38,135,0.219653179190751,44,160,0.215686274509804,48,182,0.208695652173913,87,347,0.200460829493088,104,439,0.191528545119705,116,531,0.179289026275116,123,566,0.178519593613933,124,568,0.179190751445087,124,568,0.179190751445087,124,568,0.179190751445087
"7032","79630010","79630010-2012-12-04",20,70,2012-12-04,"HA1",2012,"F","Adult","12.5",0,0,8,0,5,33,0.131578947368421,9,52,0.147540983606557,10,69,0.126582278481013,15,114,0.116279069767442,23,128,0.152317880794702,26,136,0.160493827160494,34,172,0.16504854368932,40,200,0.166666666666667,43,206,0.172690763052209,61,273,0.182634730538922,80,346,0.187793427230047,93,423,0.180232558139535,110,511,0.177133655394525,118,575,0.17027417027417,125,601,0.172176308539945,126,603,0.172839506172839
"7033","79630010","79630010-2012-12-18",30,60,2012-12-18,"HA1",2012,"F","Adult","43.4782608695652",0,1,4,0.2,4,26,0.133333333333333,5,50,0.0909090909090909,8,68,0.105263157894737,17,96,0.150442477876106,22,122,0.152777777777778,26,142,0.154761904761905,34,165,0.170854271356784,41,212,0.162055335968379,49,234,0.173144876325088,79,380,0.172113289760349,95,475,0.166666666666667,110,565,0.162962962962963,119,639,0.156992084432718,127,663,0.160759493670886,128,668,0.160804020100503,128,668,0.160804020100503
"7052","79630102","79630102-2012-09-11",20,100,2012-09-11,"HA1",2012,"M","Adult","0",0,0,3,0,1,9,0.1,2,14,0.125,3,19,0.136363636363636,7,23,0.233333333333333,7,25,0.21875,7,31,0.184210526315789,10,38,0.208333333333333,10,41,0.196078431372549,12,46,0.206896551724138,15,61,0.197368421052632,20,83,0.194174757281553,26,104,0.2,33,126,0.207547169811321,41,152,0.212435233160622,43,172,0.2,44,197,0.182572614107884
"7076","79630840","79630840-2012-10-09",70,70,2012-10-09,"HA1",2012,"F","NotAdult","0",1,0,3,0,3,8,0.272727272727273,6,17,0.260869565217391,13,27,0.325,19,47,0.287878787878788,22,52,0.297297297297297,24,59,0.289156626506024,35,79,0.307017543859649,42,95,0.306569343065693,42,98,0.3,49,154,0.241379310344828,58,201,0.223938223938224,69,247,0.218354430379747,78,297,0.208,79,324,0.196029776674938,80,340,0.19047619047619,80,340,0.19047619047619
"7080","79631102","79631102-2012-12-20",20,10,2012-12-20,"HA1",2012,"F","Adult","34.9514563106796",1,1,9,0.1,3,41,0.0681818181818182,6,79,0.0705882352941176,8,99,0.0747663551401869,13,141,0.0844155844155844,13,154,0.0778443113772455,16,157,0.092485549132948,20,178,0.101010101010101,20,195,0.0930232558139535,22,208,0.0956521739130435,28,259,0.0975609756097561,37,312,0.106017191977077,50,377,0.117096018735363,69,446,0.133980582524272,90,554,0.139751552795031,120,651,0.155642023346304,126,687,0.154981549815498
