"","ID","ID.CapDate","lat","long","Capture.date","Grid","year","Sex","Age","H.poly.EPG","EhungINF","NoInf_0","NoUninf_0","Prev_0","NoInf_10","NoUninf_10","Prev_10","NoInf_14.1","NoUninf_14.1","Prev_14.1","NoInf_20","NoUninf_20","Prev_20","NoInf_22.4","NoUninf_22.4","Prev_22.4","NoInf_28.3","NoUninf_28.3","Prev_28.3","NoInf_30","NoUninf_30","Prev_30","NoInf_31.6","NoUninf_31.6","Prev_31.6","NoInf_36.1","NoUninf_36.1","Prev_36.1","NoInf_40","NoUninf_40","Prev_40","NoInf_50","NoUninf_50","Prev_50","NoInf_60","NoUninf_60","Prev_60","NoInf_70","NoUninf_70","Prev_70","NoInf_80","NoUninf_80","Prev_80","NoInf_90","NoUninf_90","Prev_90","NoInf_100","NoUninf_100","Prev_100","NoInf_110","NoUninf_110","Prev_110"
"7882","79795857","79795857-2012-09-13",30,100,2012-09-13,"HA1",2012,"M","Adult","0",1,1,4,0.2,3,12,0.2,3,14,0.176470588235294,3,20,0.130434782608696,5,28,0.151515151515152,10,33,0.232558139534884,12,45,0.210526315789474,14,53,0.208955223880597,17,61,0.217948717948718,17,67,0.202380952380952,24,97,0.198347107438017,27,127,0.175324675324675,33,157,0.173684210526316,37,192,0.161572052401747,39,220,0.150579150579151,44,250,0.149659863945578,48,275,0.148606811145511
"7893","79796354","79796354-2012-08-28",10,0,2012-08-28,"HA1",2012,"M","Adult","0",0,0,3,0,2,14,0.125,3,18,0.142857142857143,3,22,0.12,3,32,0.0857142857142857,3,34,0.0810810810810811,3,39,0.0714285714285714,3,41,0.0681818181818182,3,45,0.0625,4,46,0.08,4,58,0.0645161290322581,8,76,0.0952380952380952,10,92,0.0980392156862745,14,109,0.113821138211382,18,120,0.130434782608696,23,140,0.141104294478528,25,154,0.139664804469274
"7894","79796354","79796354-2012-09-11",80,20,2012-09-11,"HA1",2012,"M","Adult","2.56410256410256",1,0,1,0,0,6,0,1,11,0.0833333333333333,3,21,0.125,7,35,0.166666666666667,7,37,0.159090909090909,8,39,0.170212765957447,9,42,0.176470588235294,11,46,0.192982456140351,12,50,0.193548387096774,15,69,0.178571428571429,15,97,0.133928571428571,20,124,0.138888888888889,26,173,0.130653266331658,31,218,0.124497991967871,37,232,0.137546468401487,38,237,0.138181818181818
"7895","79796354","79796354-2012-09-25",10,20,2012-09-25,"HA1",2012,"M","Adult","9.09090909090909",0,0,3,0,1,25,0.0384615384615385,4,35,0.102564102564103,7,46,0.132075471698113,8,65,0.10958904109589,8,73,0.0987654320987654,8,80,0.0909090909090909,9,88,0.0927835051546392,10,95,0.0952380952380952,12,99,0.108108108108108,21,125,0.143835616438356,28,139,0.167664670658683,33,158,0.172774869109948,36,190,0.15929203539823,46,231,0.166064981949458,52,270,0.161490683229814,54,286,0.158823529411765
"7896","79796354","79796354-2012-08-29",40,30,2012-08-29,"HA1",2012,"M","Adult","0",0,0,0,NA,0,5,0,2,11,0.153846153846154,2,15,0.117647058823529,3,28,0.0967741935483871,4,34,0.105263157894737,4,41,0.0888888888888889,5,50,0.0909090909090909,9,69,0.115384615384615,9,74,0.108433734939759,15,125,0.107142857142857,21,136,0.133757961783439,26,157,0.14207650273224,30,183,0.140845070422535,32,194,0.141592920353982,32,194,0.141592920353982,32,194,0.141592920353982
"7898","79796354","79796354-2012-09-27",100,30,2012-09-27,"HA1",2012,"M","Adult","10",0,1,5,0.166666666666667,2,15,0.117647058823529,3,17,0.15,6,25,0.193548387096774,8,30,0.210526315789474,9,33,0.214285714285714,9,35,0.204545454545455,9,40,0.183673469387755,11,50,0.180327868852459,11,54,0.169230769230769,15,89,0.144230769230769,18,106,0.145161290322581,22,133,0.141935483870968,27,177,0.132352941176471,34,222,0.1328125,48,267,0.152380952380952,58,303,0.160664819944598
"7921","79797266","79797266-2012-09-11",20,30,2012-09-11,"HA1",2012,"F","NotAdult","0",1,0,0,NA,0,13,0,3,21,0.125,5,30,0.142857142857143,6,58,0.09375,6,66,0.0833333333333333,7,72,0.0886075949367089,11,87,0.112244897959184,13,97,0.118181818181818,13,102,0.11304347826087,17,119,0.125,23,135,0.145569620253165,29,162,0.151832460732984,32,196,0.140350877192982,37,222,0.142857142857143,39,239,0.140287769784173,39,239,0.140287769784173
"7926","79797359","79797359-2012-09-11",20,50,2012-09-11,"HA1",2012,"F","Adult","0",0,0,3,0,1,15,0.0625,5,22,0.185185185185185,5,30,0.142857142857143,6,53,0.101694915254237,7,57,0.109375,8,63,0.112676056338028,14,73,0.160919540229885,14,84,0.142857142857143,16,87,0.155339805825243,25,121,0.171232876712329,28,160,0.148936170212766,30,181,0.14218009478673,33,212,0.13469387755102,39,239,0.140287769784173,39,239,0.140287769784173,39,239,0.140287769784173
"7941","79797793","79797793-2012-09-28",0,10,2012-09-28,"HA1",2012,"F","Adult","0",0,0,5,0,2,25,0.0740740740740741,2,34,0.0555555555555556,4,41,0.0888888888888889,4,55,0.0677966101694915,5,56,0.0819672131147541,5,63,0.0735294117647059,8,77,0.0941176470588235,8,84,0.0869565217391304,8,86,0.0851063829787234,10,115,0.08,18,139,0.114649681528662,26,164,0.136842105263158,33,186,0.150684931506849,43,228,0.158671586715867,57,275,0.171686746987952,64,319,0.16710182767624
"7942","79797793","79797793-2012-11-06",20,0,2012-11-06,"HA1",2012,"F","Adult","0",0,0,3,0,3,27,0.1,4,40,0.0909090909090909,5,57,0.0806451612903226,6,80,0.0697674418604651,6,97,0.058252427184466,8,105,0.0707964601769911,9,116,0.072,10,128,0.072463768115942,10,135,0.0689655172413793,21,180,0.104477611940299,26,222,0.104838709677419,37,262,0.123745819397993,52,314,0.14207650273224,70,391,0.151843817787419,81,450,0.152542372881356,96,517,0.156606851549755
"7943","79797793","79797793-2012-11-20",0,10,2012-11-20,"HA1",2012,"F","Adult","0",0,0,10,0,3,42,0.0666666666666667,3,60,0.0476190476190476,6,75,0.0740740740740741,7,96,0.0679611650485437,8,100,0.0740740740740741,9,112,0.0743801652892562,12,130,0.0845070422535211,12,139,0.0794701986754967,12,145,0.0764331210191083,17,190,0.0821256038647343,32,231,0.121673003802281,43,276,0.134796238244514,54,319,0.144772117962467,69,398,0.147751605995717,89,485,0.155052264808362,99,556,0.151145038167939
"7944","79797793","79797793-2012-09-13",0,20,2012-09-13,"HA1",2012,"F","Adult","0",0,0,5,0,0,15,0,1,26,0.037037037037037,2,39,0.0487804878048781,7,50,0.12280701754386,7,55,0.112903225806452,8,60,0.117647058823529,8,69,0.103896103896104,9,80,0.101123595505618,9,87,0.09375,13,108,0.107438016528926,22,129,0.145695364238411,27,143,0.158823529411765,34,168,0.168316831683168,40,205,0.163265306122449,44,234,0.158273381294964,48,262,0.154838709677419
"7945","79797793","79797793-2012-10-09",10,20,2012-10-09,"HA1",2012,"F","Adult","0",0,0,4,0,1,31,0.03125,4,46,0.08,7,58,0.107692307692308,8,80,0.0909090909090909,9,92,0.0891089108910891,9,99,0.0833333333333333,10,110,0.0833333333333333,11,118,0.0852713178294574,13,124,0.0948905109489051,24,157,0.132596685082873,31,179,0.147619047619048,39,209,0.157258064516129,44,251,0.149152542372881,58,306,0.159340659340659,68,359,0.159250585480094,73,377,0.162222222222222
"7948","79797793","79797793-2012-10-23",10,30,2012-10-23,"HA1",2012,"F","Adult","0",0,1,7,0.125,4,25,0.137931034482759,5,50,0.0909090909090909,6,64,0.0857142857142857,11,96,0.102803738317757,11,105,0.0948275862068965,14,118,0.106060606060606,17,146,0.104294478527607,18,162,0.1,22,169,0.115183246073298,33,202,0.140425531914894,42,235,0.151624548736462,48,281,0.145896656534954,61,346,0.14987714987715,70,402,0.148305084745763,82,457,0.152133580705009,86,474,0.153571428571429
"7954","79797793","79797793-2012-12-04",10,10,2012-12-04,"HA1",2012,"F","Adult","0",0,2,12,0.142857142857143,5,48,0.0943396226415094,6,83,0.0674157303370786,8,98,0.0754716981132075,11,126,0.0802919708029197,11,129,0.0785714285714286,14,135,0.0939597315436242,16,155,0.0935672514619883,18,164,0.0989010989010989,18,168,0.0967741935483871,28,222,0.112,43,270,0.137380191693291,56,313,0.151761517615176,68,386,0.149779735682819,87,466,0.157323688969259,107,584,0.154848046309696,117,626,0.157469717362046
"7955","79797834","79797834-2012-08-28",60,80,2012-08-28,"HA1",2012,"F","NotAdult","0",0,0,0,NA,1,2,0.333333333333333,2,6,0.25,4,12,0.25,5,25,0.166666666666667,7,31,0.184210526315789,7,33,0.175,8,40,0.166666666666667,9,50,0.152542372881356,10,55,0.153846153846154,15,80,0.157894736842105,19,105,0.153225806451613,22,122,0.152777777777778,23,148,0.134502923976608,28,171,0.14070351758794,29,181,0.138095238095238,29,181,0.138095238095238
"7960","79797884","79797884-2012-10-24",30,80,2012-10-24,"HA1",2012,"M","Adult","0",0,0,1,0,1,10,0.0909090909090909,3,18,0.142857142857143,15,39,0.277777777777778,27,75,0.264705882352941,30,92,0.245901639344262,30,106,0.220588235294118,34,136,0.2,40,164,0.196078431372549,41,172,0.192488262910798,51,233,0.179577464788732,60,290,0.171428571428571,67,364,0.155452436194896,81,425,0.160079051383399,86,475,0.153297682709447,91,500,0.153976311336717,91,503,0.153198653198653
"7961","79797884","79797884-2012-11-21",100,90,2012-11-21,"HA1",2012,"M","Adult","0",1,2,10,0.166666666666667,5,25,0.166666666666667,7,36,0.162790697674419,10,48,0.172413793103448,13,72,0.152941176470588,14,78,0.152173913043478,16,92,0.148148148148148,17,108,0.136,18,119,0.131386861313869,19,125,0.131944444444444,28,174,0.138613861386139,37,212,0.14859437751004,46,258,0.151315789473684,65,323,0.167525773195876,80,400,0.166666666666667,98,479,0.169844020797227,108,542,0.166153846153846
"7962","79797893","79797893-2012-08-30",0,30,2012-08-30,"HA1",2012,"M","Adult","0",0,0,2,0,0,16,0,1,19,0.05,1,24,0.04,2,38,0.05,4,43,0.0851063829787234,5,50,0.0909090909090909,6,59,0.0923076923076923,7,71,0.0897435897435897,8,72,0.1,9,94,0.087378640776699,14,106,0.116666666666667,18,117,0.133333333333333,23,137,0.14375,25,158,0.136612021857924,29,185,0.135514018691589,33,201,0.141025641025641
"7979","84587833","84587833-2012-09-25",70,50,2012-09-25,"HA1",2012,"F","Adult","0",0,1,1,0.5,2,7,0.222222222222222,4,14,0.222222222222222,5,18,0.217391304347826,8,31,0.205128205128205,8,42,0.16,8,45,0.150943396226415,12,57,0.173913043478261,14,73,0.160919540229885,14,83,0.144329896907216,25,145,0.147058823529412,31,197,0.135964912280702,46,233,0.164874551971326,51,273,0.157407407407407,54,291,0.156521739130435,54,291,0.156521739130435,54,291,0.156521739130435
"7980","84587833","84587833-2012-08-29",90,60,2012-08-29,"HA1",2012,"F","Adult","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
