"","ID","ID.CapDate","lat","long","Capture.date","Grid","year","Sex","Age","Tryps","EappINF","NoInf_0","NoUninf_0","Prev_0","NoInf_10","NoUninf_10","Prev_10","NoInf_14.1","NoUninf_14.1","Prev_14.1","NoInf_20","NoUninf_20","Prev_20","NoInf_22.4","NoUninf_22.4","Prev_22.4","NoInf_28.3","NoUninf_28.3","Prev_28.3","NoInf_30","NoUninf_30","Prev_30","NoInf_31.6","NoUninf_31.6","Prev_31.6","NoInf_36.1","NoUninf_36.1","Prev_36.1","NoInf_40","NoUninf_40","Prev_40","NoInf_50","NoUninf_50","Prev_50","NoInf_60","NoUninf_60","Prev_60","NoInf_70","NoUninf_70","Prev_70","NoInf_80","NoUninf_80","Prev_80","NoInf_90","NoUninf_90","Prev_90","NoInf_100","NoUninf_100","Prev_100","NoInf_110","NoUninf_110","Prev_110"
"4380","49811771","49811771-2012-06-06",10,10,2012-06-06,"HA1",2012,"F","Adult",0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"4381","49811771","49811771-2012-06-19",10,20,2012-06-19,"HA1",2012,"F","Adult",0,0,0,0,NA,0,3,0,0,3,0,0,4,0,0,6,0,0,7,0,0,8,0,0,8,0,0,10,0,0,11,0,0,13,0,0,16,0,0,19,0,1,19,0.05,2,21,0.0869565217391304,3,27,0.1,3,28,0.0967741935483871
"4382","49811771","49811771-2012-07-03",20,20,2012-07-03,"HA1",2012,"F","Adult",0,0,0,0,NA,0,2,0,0,5,0,1,9,0.1,1,14,0.0666666666666667,1,19,0.05,1,19,0.05,1,21,0.0454545454545455,1,22,0.0434782608695652,2,24,0.0769230769230769,2,27,0.0689655172413793,2,33,0.0571428571428571,3,36,0.0769230769230769,4,39,0.0930232558139535,5,50,0.0909090909090909,5,56,0.0819672131147541,5,57,0.0806451612903226
"4383","49811771","49811771-2012-07-17",40,20,2012-07-17,"HA1",2012,"F","Adult",0,0,0,2,0,0,2,0,0,2,0,1,4,0.2,1,10,0.0909090909090909,2,11,0.153846153846154,2,14,0.125,2,21,0.0869565217391304,2,24,0.0769230769230769,2,26,0.0714285714285714,3,48,0.0588235294117647,4,56,0.0666666666666667,5,65,0.0714285714285714,5,72,0.0649350649350649,5,83,0.0568181818181818,6,84,0.0666666666666667,6,84,0.0666666666666667
"4384","49811771","49811771-2012-08-14",30,50,2012-08-14,"HA1",2012,"F","Adult",0,0,0,2,0,0,7,0,1,13,0.0714285714285714,1,16,0.0588235294117647,2,22,0.0833333333333333,3,27,0.1,4,29,0.121212121212121,4,41,0.0888888888888889,5,49,0.0925925925925926,5,53,0.0862068965517241,7,83,0.0777777777777778,11,105,0.0948275862068965,13,115,0.1015625,15,132,0.102040816326531,16,135,0.105960264900662,16,135,0.105960264900662,16,135,0.105960264900662
"4385","49811771","49811771-2012-07-31",10,30,2012-07-31,"HA1",2012,"F","Adult",0,0,0,1,0,0,6,0,1,14,0.0666666666666667,1,20,0.0476190476190476,1,24,0.04,1,26,0.037037037037037,1,28,0.0344827586206897,1,42,0.0232558139534884,1,46,0.0212765957446809,1,47,0.0208333333333333,2,55,0.0350877192982456,3,62,0.0461538461538462,4,70,0.0540540540540541,4,78,0.0487804878048781,7,90,0.0721649484536082,8,99,0.0747663551401869,9,101,0.0818181818181818
"4386","49811771","49811771-2012-08-28",40,0,2012-08-28,"HA1",2012,"F","Adult",0,0,0,0,NA,0,3,0,0,5,0,0,11,0,0,15,0,1,18,0.0526315789473684,2,23,0.08,2,31,0.0606060606060606,2,35,0.0540540540540541,2,44,0.0434782608695652,6,70,0.0789473684210526,8,83,0.0879120879120879,13,110,0.105691056910569,15,122,0.109489051094891,17,132,0.114093959731544,23,148,0.134502923976608,28,166,0.144329896907216
"4387","49811771","49811771-2012-09-11",20,50,2012-09-11,"HA1",2012,"F","Adult",0,0,0,2,0,1,13,0.0714285714285714,3,21,0.125,4,28,0.125,8,45,0.150943396226415,8,50,0.137931034482759,9,55,0.140625,11,67,0.141025641025641,11,77,0.125,13,80,0.139784946236559,20,115,0.148148148148148,26,149,0.148571428571429,32,163,0.164102564102564,38,190,0.166666666666667,47,211,0.182170542635659,47,211,0.182170542635659,47,211,0.182170542635659
"4398","49829569","49829569-2012-06-06",30,40,2012-06-06,"HA1",2012,"F","Adult",0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"4400","49847790","49847790-2012-06-06",10,90,2012-06-06,"HA1",2012,"F","Adult",0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"4401","49847790","49847790-2012-06-20",10,100,2012-06-20,"HA1",2012,"F","Adult",0,0,0,0,NA,0,2,0,0,2,0,0,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,5,0,0,6,0,0,10,0,0,16,0,0,23,0,0,28,0,0,34,0,1,39,0.025,1,42,0.0232558139534884
"4402","49847790","49847790-2012-07-03",20,70,2012-07-03,"HA1",2012,"F","Adult",0,0,0,0,NA,0,5,0,0,7,0,0,7,0,0,12,0,0,13,0,1,14,0.0666666666666667,1,20,0.0476190476190476,1,22,0.0434782608695652,1,22,0.0434782608695652,1,25,0.0384615384615385,1,33,0.0294117647058824,2,44,0.0434782608695652,3,49,0.0576923076923077,3,57,0.05,5,57,0.0806451612903226,5,57,0.0806451612903226
"4432","52826884","52826884-2012-12-18",10,100,2012-12-18,"HA1",2012,"M","Adult",0,0,1,7,0.125,4,35,0.102564102564103,8,44,0.153846153846154,14,64,0.179487179487179,16,77,0.172043010752688,16,79,0.168421052631579,22,98,0.183333333333333,26,116,0.183098591549296,28,121,0.187919463087248,31,133,0.189024390243902,40,179,0.182648401826484,49,231,0.175,63,293,0.176966292134831,80,362,0.180995475113122,96,450,0.175824175824176,114,545,0.17298937784522,120,608,0.164835164835165
"4451","52842550","52842550-2012-06-06",30,100,2012-06-06,"HA1",2012,"F","Adult",0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"4452","52842550","52842550-2012-06-19",50,80,2012-06-19,"HA1",2012,"F","Adult",0,0,0,0,NA,0,0,NA,0,0,NA,0,1,0,0,3,0,0,6,0,0,7,0,0,8,0,0,10,0,0,11,0,0,19,0,1,20,0.0476190476190476,1,21,0.0454545454545455,1,24,0.04,3,27,0.1,3,28,0.0967741935483871,3,28,0.0967741935483871
"4453","52842550","52842550-2012-07-03",60,60,2012-07-03,"HA1",2012,"F","Adult",0,0,0,2,0,0,3,0,0,4,0,0,4,0,0,6,0,0,9,0,0,9,0,0,14,0,1,17,0.0555555555555556,2,19,0.0952380952380952,3,35,0.0789473684210526,4,42,0.0869565217391304,5,47,0.0961538461538462,5,54,0.0847457627118644,5,57,0.0806451612903226,5,57,0.0806451612903226,5,57,0.0806451612903226
"4454","52842550","52842550-2012-07-18",60,90,2012-07-18,"HA1",2012,"F","Adult",0,0,0,0,NA,0,1,0,0,4,0,0,5,0,0,11,0,0,13,0,0,16,0,1,20,0.0476190476190476,1,24,0.04,1,25,0.0384615384615385,1,42,0.0232558139534884,1,50,0.0196078431372549,4,57,0.0655737704918033,4,70,0.0540540540540541,6,76,0.0731707317073171,6,90,0.0625,6,95,0.0594059405940594
"4455","52842550","52842550-2012-08-14",50,100,2012-08-14,"HA1",2012,"F","Adult",0,0,0,0,NA,1,2,0.333333333333333,1,4,0.2,2,9,0.181818181818182,4,9,0.307692307692308,4,9,0.307692307692308,4,14,0.222222222222222,4,17,0.19047619047619,4,22,0.153846153846154,5,25,0.166666666666667,7,48,0.127272727272727,10,63,0.136986301369863,11,69,0.1375,12,78,0.133333333333333,14,98,0.125,15,116,0.114503816793893,16,130,0.10958904109589
"4456","52842550","52842550-2012-07-31",60,90,2012-07-31,"HA1",2012,"F","Adult",0,0,0,1,0,1,2,0.333333333333333,1,5,0.166666666666667,1,7,0.125,1,13,0.0714285714285714,1,15,0.0625,1,18,0.0526315789473684,2,22,0.0833333333333333,3,26,0.103448275862069,3,27,0.1,3,45,0.0625,4,53,0.0701754385964912,7,60,0.104477611940299,7,73,0.0875,9,81,0.1,9,95,0.0865384615384615,9,101,0.0818181818181818
"4501","66808052","66808052-2012-08-30",60,20,2012-08-30,"HA1",2012,"M","Adult",0,0,1,0,1,1,3,0.25,1,5,0.166666666666667,1,10,0.0909090909090909,3,22,0.12,3,27,0.1,4,28,0.125,7,35,0.166666666666667,10,40,0.2,11,51,0.17741935483871,15,81,0.15625,21,113,0.156716417910448,22,141,0.134969325153374,34,161,0.174358974358974,39,185,0.174107142857143,40,189,0.174672489082969,40,189,0.174672489082969
"4502","66808052","66808052-2012-09-11",100,10,2012-09-11,"HA1",2012,"M","Adult",0,0,1,3,0.25,3,7,0.3,3,8,0.272727272727273,3,16,0.157894736842105,3,22,0.12,4,24,0.142857142857143,4,26,0.133333333333333,4,30,0.117647058823529,5,31,0.138888888888889,5,31,0.138888888888889,8,38,0.173913043478261,12,48,0.2,20,68,0.227272727272727,23,90,0.20353982300885,29,119,0.195945945945946,37,157,0.190721649484536,42,187,0.183406113537118
"4503","66808052","66808052-2012-10-09",0,0,2012-10-09,"HA1",2012,"M","Adult",1,0,0,7,0,1,16,0.0588235294117647,1,23,0.0416666666666667,2,32,0.0588235294117647,3,40,0.0697674418604651,3,45,0.0625,3,56,0.0508474576271186,5,63,0.0735294117647059,5,69,0.0675675675675676,5,73,0.0641025641025641,11,96,0.102803738317757,11,120,0.083969465648855,17,150,0.101796407185629,25,180,0.121951219512195,35,204,0.146443514644351,46,240,0.160839160839161,59,290,0.169054441260745
"4505","66808052","66808052-2012-11-07",20,20,2012-11-07,"HA1",2012,"M","Adult",0,0,0,7,0,3,29,0.09375,6,50,0.107142857142857,11,70,0.135802469135802,14,116,0.107692307692308,14,138,0.0921052631578947,14,146,0.0875,14,158,0.0813953488372093,19,171,0.1,20,185,0.0975609756097561,31,221,0.123015873015873,40,266,0.130718954248366,53,309,0.146408839779006,70,367,0.160183066361556,103,454,0.18491921005386,112,491,0.185737976782753,115,503,0.186084142394822
"4506","66808052","66808052-2012-11-20",40,20,2012-11-20,"HA1",2012,"M","Adult",0,0,1,5,0.166666666666667,2,16,0.111111111111111,5,25,0.166666666666667,6,44,0.12,13,83,0.135416666666667,18,91,0.165137614678899,21,107,0.1640625,24,138,0.148148148148148,28,164,0.145833333333333,32,181,0.150234741784038,46,276,0.142857142857143,58,338,0.146464646464646,80,400,0.166666666666667,97,464,0.172905525846702,121,534,0.184732824427481,124,547,0.184798807749627,124,547,0.184798807749627
"4527","66809820","66809820-2012-07-17",30,50,2012-07-17,"HA1",2012,"F","NotAdult",0,0,0,1,0,0,4,0,1,9,0.1,1,12,0.0769230769230769,1,17,0.0555555555555556,1,19,0.05,1,19,0.05,1,28,0.0344827586206897,1,35,0.0277777777777778,1,36,0.027027027027027,2,54,0.0357142857142857,3,68,0.0422535211267606,3,75,0.0384615384615385,5,83,0.0568181818181818,6,84,0.0666666666666667,6,84,0.0666666666666667,6,84,0.0666666666666667
"4532","66810112","66810112-2012-09-11",50,80,2012-09-11,"HA1",2012,"M","Adult",0,0,0,2,0,1,4,0.2,2,6,0.25,2,10,0.166666666666667,7,23,0.233333333333333,10,32,0.238095238095238,11,35,0.239130434782609,14,45,0.23728813559322,14,64,0.179487179487179,16,73,0.179775280898876,34,104,0.246376811594203,39,126,0.236363636363636,41,147,0.218085106382979,44,175,0.200913242009132,47,205,0.186507936507937,47,211,0.182170542635659,47,211,0.182170542635659
"4536","66810301","66810301-2012-08-30",10,100,2012-08-30,"HA1",2012,"M","Adult",0,0,0,2,0,1,9,0.1,2,10,0.166666666666667,4,15,0.210526315789474,4,18,0.181818181818182,4,18,0.181818181818182,6,22,0.214285714285714,6,26,0.1875,6,28,0.176470588235294,7,33,0.175,9,46,0.163636363636364,12,64,0.157894736842105,17,84,0.168316831683168,21,105,0.166666666666667,28,131,0.176100628930818,37,151,0.196808510638298,37,167,0.181372549019608
"4543","66810776","66810776-2012-07-04",70,30,2012-07-04,"HA1",2012,"M","Adult",0,0,0,0,NA,1,2,0.333333333333333,2,2,0.5,2,4,0.333333333333333,2,4,0.333333333333333,3,4,0.428571428571429,3,10,0.230769230769231,3,16,0.157894736842105,4,18,0.181818181818182,4,18,0.181818181818182,4,22,0.153846153846154,5,34,0.128205128205128,5,51,0.0892857142857143,5,64,0.072463768115942,5,67,0.0694444444444444,5,68,0.0684931506849315,5,68,0.0684931506849315
"4544","66810776","66810776-2012-07-17",70,0,2012-07-17,"HA1",2012,"M","Adult",0,0,0,1,0,0,1,0,0,1,0,0,2,0,2,2,0.5,2,2,0.5,2,3,0.4,4,5,0.444444444444444,4,8,0.333333333333333,4,10,0.285714285714286,4,17,0.19047619047619,4,23,0.148148148148148,5,41,0.108695652173913,5,56,0.0819672131147541,5,67,0.0694444444444444,5,74,0.0632911392405063,6,81,0.0689655172413793
"4545","66810776","66810776-2012-07-31",60,30,2012-07-31,"HA1",2012,"M","Adult",0,0,0,1,0,1,2,0.333333333333333,1,2,0.333333333333333,2,3,0.4,2,8,0.2,2,9,0.181818181818182,2,13,0.133333333333333,2,19,0.0952380952380952,3,22,0.12,3,27,0.1,6,47,0.113207547169811,6,67,0.0821917808219178,7,85,0.0760869565217391,9,97,0.0849056603773585,9,100,0.0825688073394495,9,101,0.0818181818181818,9,101,0.0818181818181818
"4554","66811012","66811012-2012-06-21",90,70,2012-06-21,"HA1",2012,"F","Adult",0,0,0,1,0,0,1,0,0,4,0,0,4,0,0,6,0,0,7,0,0,7,0,0,10,0,0,12,0,0,13,0,1,20,0.0476190476190476,2,23,0.08,3,26,0.103448275862069,4,30,0.117647058823529,4,37,0.0975609756097561,4,45,0.0816326530612245,4,48,0.0769230769230769
"4591","66815612","66815612-2012-07-18",80,90,2012-07-18,"HA1",2012,"F","Adult",0,0,0,1,0,0,6,0,1,8,0.111111111111111,1,11,0.0833333333333333,1,15,0.0625,1,16,0.0588235294117647,1,17,0.0555555555555556,1,19,0.05,1,22,0.0434782608695652,1,22,0.0434782608695652,1,24,0.04,2,31,0.0606060606060606,2,52,0.037037037037037,4,59,0.0634920634920635,6,67,0.0821917808219178,6,79,0.0705882352941176,6,89,0.0631578947368421
"4592","66815612","66815612-2012-07-17",100,70,2012-07-17,"HA1",2012,"F","Adult",0,0,0,0,NA,0,3,0,0,3,0,0,6,0,0,8,0,0,9,0,0,10,0,1,11,0.0833333333333333,1,14,0.0666666666666667,1,19,0.05,2,27,0.0689655172413793,3,30,0.0909090909090909,5,34,0.128205128205128,5,44,0.102040816326531,6,51,0.105263157894737,6,64,0.0857142857142857,6,76,0.0731707317073171
"4593","66815612","66815612-2012-07-31",100,80,2012-07-31,"HA1",2012,"F","Adult",0,0,0,1,0,0,3,0,1,5,0.166666666666667,1,7,0.125,2,11,0.153846153846154,2,14,0.125,2,14,0.125,2,16,0.111111111111111,2,19,0.0952380952380952,2,19,0.0952380952380952,3,30,0.0909090909090909,4,36,0.1,5,38,0.116279069767442,7,46,0.132075471698113,9,61,0.128571428571429,9,73,0.109756097560976,9,84,0.0967741935483871
"4611","66818332","66818332-2012-09-11",10,80,2012-09-11,"HA1",2012,"F","Adult",0,1,1,3,0.25,5,13,0.277777777777778,7,18,0.28,8,24,0.25,8,38,0.173913043478261,9,42,0.176470588235294,9,44,0.169811320754717,10,48,0.172413793103448,11,55,0.166666666666667,12,60,0.166666666666667,17,78,0.178947368421053,21,94,0.182608695652174,25,127,0.164473684210526,32,157,0.169312169312169,43,181,0.191964285714286,44,194,0.184873949579832,46,207,0.181818181818182
"4627","66821017","66821017-2012-10-09",0,30,2012-10-09,"HA1",2012,"F","NotAdult",0,0,0,4,0,2,19,0.0952380952380952,3,27,0.1,3,37,0.075,5,53,0.0862068965517241,6,62,0.0882352941176471,7,74,0.0864197530864197,9,91,0.09,10,105,0.0869565217391304,11,110,0.0909090909090909,18,150,0.107142857142857,28,169,0.142131979695431,33,196,0.14410480349345,46,231,0.166064981949458,52,264,0.164556962025316,69,300,0.186991869918699,74,332,0.182266009852217
"4684","66828572","66828572-2012-10-23",50,0,2012-10-23,"HA1",2012,"M","Adult",0,0,2,1,0.666666666666667,2,3,0.4,4,4,0.5,4,20,0.166666666666667,7,34,0.170731707317073,8,40,0.166666666666667,8,48,0.142857142857143,9,60,0.130434782608696,11,73,0.130952380952381,13,82,0.136842105263158,26,139,0.157575757575758,39,203,0.161157024793388,48,238,0.167832167832168,55,276,0.166163141993958,71,313,0.184895833333333,84,357,0.19047619047619,105,402,0.207100591715976
"4688","66828572","66828572-2012-12-18",40,20,2012-12-18,"HA1",2012,"M","Adult",0,0,1,6,0.142857142857143,2,19,0.0952380952380952,5,31,0.138888888888889,6,52,0.103448275862069,13,97,0.118181818181818,18,108,0.142857142857143,21,127,0.141891891891892,24,163,0.128342245989305,28,194,0.126126126126126,32,214,0.130081300813008,47,323,0.127027027027027,59,397,0.129385964912281,81,472,0.146473779385172,99,556,0.151145038167939,123,649,0.159326424870466,128,668,0.160804020100503,128,668,0.160804020100503
"4752","66843623","66843623-2012-08-15",100,80,2012-08-15,"HA1",2012,"M","NotAdult",0,1,1,3,0.25,1,5,0.166666666666667,2,7,0.222222222222222,2,9,0.181818181818182,3,14,0.176470588235294,3,19,0.136363636363636,3,19,0.136363636363636,5,21,0.192307692307692,8,24,0.25,8,24,0.25,10,39,0.204081632653061,11,49,0.183333333333333,13,57,0.185714285714286,15,68,0.180722891566265,17,87,0.163461538461538,19,105,0.153225806451613,20,121,0.141843971631206
"4753","66843623","66843623-2012-09-28",100,90,2012-09-28,"HA1",2012,"M","Adult",0,0,2,1,0.666666666666667,6,5,0.545454545454545,7,9,0.4375,8,16,0.333333333333333,12,29,0.292682926829268,12,31,0.27906976744186,15,34,0.306122448979592,17,40,0.298245614035088,17,44,0.278688524590164,17,48,0.261538461538462,29,66,0.305263157894737,34,86,0.283333333333333,40,109,0.268456375838926,50,140,0.263157894736842,53,186,0.221757322175732,66,230,0.222972972972973,73,262,0.217910447761194
"4754","66843623","66843623-2012-10-24",100,70,2012-10-24,"HA1",2012,"M","Adult",0,0,1,4,0.2,8,18,0.307692307692308,11,27,0.289473684210526,14,35,0.285714285714286,16,44,0.266666666666667,19,50,0.27536231884058,21,60,0.259259259259259,25,69,0.265957446808511,31,88,0.260504201680672,33,98,0.251908396946565,50,135,0.27027027027027,59,166,0.262222222222222,72,199,0.265682656826568,79,251,0.239393939393939,90,292,0.235602094240838,100,359,0.217864923747277,106,409,0.205825242718447
"4755","66843623","66843623-2012-12-04",100,100,2012-12-04,"HA1",2012,"M","Adult",0,0,1,1,0.5,4,15,0.210526315789474,5,18,0.217391304347826,8,38,0.173913043478261,11,52,0.174603174603175,12,56,0.176470588235294,15,68,0.180722891566265,23,82,0.219047619047619,26,88,0.228070175438596,32,97,0.248062015503876,44,131,0.251428571428571,55,166,0.248868778280543,68,208,0.246376811594203,79,260,0.233038348082596,90,337,0.210772833723653,107,424,0.2015065913371,115,479,0.193602693602694
"4910","66855330","66855330-2012-06-08",10,0,2012-06-08,"HA1",2012,"M","Adult",0,0,0,0,NA,0,3,0,0,3,0,0,3,0,0,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,7,0,0,9,0,0,10,0,1,13,0.0714285714285714,1,16,0.0588235294117647,1,17,0.0555555555555556,1,18,0.0526315789473684
"5006","66859820","66859820-2012-07-04",0,100,2012-07-04,"HA1",2012,"M","Adult",0,0,0,0,NA,0,1,0,0,3,0,0,3,0,0,4,0,0,4,0,0,5,0,0,6,0,0,8,0,0,9,0,0,15,0,0,19,0,1,27,0.0357142857142857,1,35,0.0277777777777778,1,45,0.0217391304347826,2,57,0.0338983050847458,3,61,0.046875
"5007","66859820","66859820-2012-07-31",0,90,2012-07-31,"HA1",2012,"M","Adult",0,0,0,0,NA,0,4,0,1,7,0.125,1,7,0.125,1,9,0.1,1,11,0.0833333333333333,1,12,0.0769230769230769,1,15,0.0625,1,21,0.0454545454545455,1,22,0.0434782608695652,1,29,0.0333333333333333,2,38,0.05,3,46,0.0612244897959184,3,57,0.05,3,80,0.036144578313253,7,89,0.0729166666666667,7,93,0.07
"5008","66859820","66859820-2012-09-11",60,50,2012-09-11,"HA1",2012,"M","Adult",0,0,1,0,1,2,5,0.285714285714286,4,11,0.266666666666667,7,15,0.318181818181818,8,22,0.266666666666667,9,27,0.25,11,33,0.25,12,39,0.235294117647059,15,52,0.223880597014925,15,56,0.211267605633803,29,107,0.213235294117647,43,164,0.207729468599034,44,193,0.185654008438819,47,211,0.182170542635659,47,211,0.182170542635659,47,211,0.182170542635659,47,211,0.182170542635659
"5031","66861012","66861012-2012-06-07",100,80,2012-06-07,"HA1",2012,"F","Adult",0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,1,0,0,1,0,0,1,0,1,1,0.5,1,1,0.5,1,2,0.333333333333333,1,4,0.2,1,6,0.142857142857143,1,6,0.142857142857143
"5065","66863517","66863517-2012-06-07",40,40,2012-06-07,"HA1",2012,"F","NotAdult",0,0,0,0,NA,0,1,0,0,1,0,0,1,0,0,1,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,1,6,0.142857142857143,1,7,0.125,1,9,0.1,1,9,0.1,1,9,0.1,1,9,0.1,1,9,0.1
"5111","66865371","66865371-2012-06-07",10,80,2012-06-07,"HA1",2012,"M","Adult",0,0,0,0,NA,0,1,0,0,1,0,0,1,0,0,2,0,0,3,0,0,4,0,0,4,0,0,4,0,0,4,0,0,5,0,0,5,0,0,9,0,0,9,0,1,9,0.1,1,9,0.1,1,9,0.1
"5112","66865371","66865371-2012-06-19",10,10,2012-06-19,"HA1",2012,"M","Adult",0,0,0,2,0,0,3,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,6,0,0,7,0,0,8,0,0,11,0,0,13,0,0,16,0,2,19,0.0952380952380952,3,20,0.130434782608696,3,24,0.111111111111111,3,27,0.1
"5120","66866543","66866543-2012-09-27",50,0,2012-09-27,"HA1",2012,"F","NotAdult",0,1,1,1,0.5,1,3,0.25,1,4,0.2,1,17,0.0555555555555556,3,26,0.103448275862069,3,30,0.0909090909090909,3,37,0.075,4,46,0.08,6,56,0.0967741935483871,8,64,0.111111111111111,15,102,0.128205128205128,23,150,0.132947976878613,27,172,0.135678391959799,29,194,0.130044843049327,40,219,0.154440154440154,51,245,0.172297297297297,66,277,0.192419825072886
"5194","66872112","66872112-2012-10-09",0,70,2012-10-09,"HA1",2012,"M","Adult",0,0,1,3,0.25,4,17,0.19047619047619,7,26,0.212121212121212,10,35,0.222222222222222,11,50,0.180327868852459,11,56,0.164179104477612,12,66,0.153846153846154,15,74,0.168539325842697,17,88,0.161904761904762,17,92,0.155963302752294,30,132,0.185185185185185,33,167,0.165,44,207,0.175298804780877,54,242,0.182432432432432,65,270,0.194029850746269,70,303,0.187667560321716,76,329,0.187654320987654
"5195","66872112","66872112-2012-10-23",10,70,2012-10-23,"HA1",2012,"M","Adult",0,0,3,6,0.333333333333333,7,26,0.212121212121212,7,43,0.14,8,55,0.126984126984127,13,70,0.156626506024096,13,77,0.144444444444444,15,85,0.15,22,105,0.173228346456693,30,121,0.198675496688742,31,127,0.19620253164557,40,170,0.19047619047619,55,218,0.201465201465201,71,260,0.214501510574018,82,312,0.208121827411168,93,350,0.209932279909707,100,394,0.202429149797571,105,405,0.205882352941176
"5197","66872112","66872112-2012-11-20",0,60,2012-11-20,"HA1",2012,"M","Adult",0,0,0,7,0,2,21,0.0869565217391304,5,35,0.125,5,56,0.0819672131147541,8,82,0.0888888888888889,12,86,0.122448979591837,17,102,0.142857142857143,21,129,0.14,22,141,0.134969325153374,27,158,0.145945945945946,41,232,0.15018315018315,53,295,0.152298850574713,67,343,0.163414634146341,85,382,0.182012847965739,99,437,0.184701492537313,109,485,0.183501683501683,118,538,0.179878048780488
"5305","66878865","66878865-2012-06-19",80,80,2012-06-19,"HA1",2012,"M","Adult",0,0,0,1,0,0,2,0,0,2,0,0,3,0,0,5,0,0,6,0,0,6,0,0,6,0,0,7,0,0,7,0,1,7,0.125,1,14,0.0666666666666667,1,17,0.0555555555555556,3,22,0.12,3,23,0.115384615384615,3,26,0.103448275862069,3,27,0.1
"5306","66878865","66878865-2012-07-03",70,0,2012-07-03,"HA1",2012,"M","Adult",0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,2,0,1,2,0,1,2,0,1,4,1,0.8,4,3,0.571428571428571,4,3,0.571428571428571,4,10,0.285714285714286,4,14,0.222222222222222,5,26,0.161290322580645,5,36,0.121951219512195,5,44,0.102040816326531,5,51,0.0892857142857143,5,56,0.0819672131147541
"5307","66878865","66878865-2012-08-14",70,0,2012-08-14,"HA1",2012,"M","Adult",0,0,0,2,0,0,5,0,0,5,0,0,6,0,2,6,0.25,2,6,0.25,2,7,0.222222222222222,4,12,0.25,4,19,0.173913043478261,4,21,0.16,4,34,0.105263157894737,6,46,0.115384615384615,8,69,0.103896103896104,9,91,0.09,12,105,0.102564102564103,14,118,0.106060606060606,16,130,0.10958904109589
"5308","66878865","66878865-2012-07-31",60,100,2012-07-31,"HA1",2012,"M","Adult",0,0,1,0,1,1,3,0.25,1,4,0.2,1,7,0.125,1,10,0.0909090909090909,1,12,0.0769230769230769,2,14,0.125,2,15,0.117647058823529,2,17,0.105263157894737,2,21,0.0869565217391304,3,35,0.0789473684210526,4,50,0.0740740740740741,4,54,0.0689655172413793,7,62,0.101449275362319,7,76,0.0843373493975904,9,84,0.0967741935483871,9,95,0.0865384615384615
"5309","66878865","66878865-2012-08-29",100,80,2012-08-29,"HA1",2012,"M","Adult",0,1,2,3,0.4,3,7,0.3,6,9,0.4,6,11,0.352941176470588,8,17,0.32,8,23,0.258064516129032,8,23,0.258064516129032,10,25,0.285714285714286,13,30,0.302325581395349,14,30,0.318181818181818,17,46,0.26984126984127,19,58,0.246753246753247,21,69,0.233333333333333,24,84,0.222222222222222,26,109,0.192592592592593,31,134,0.187878787878788,32,154,0.172043010752688
"5446","66883112","66883112-2012-06-06",70,100,2012-06-06,"HA1",2012,"F","Adult",0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"5447","66883112","66883112-2012-06-19",80,100,2012-06-19,"HA1",2012,"F","Adult",0,0,0,0,NA,0,3,0,0,3,0,0,4,0,0,4,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,8,0,0,9,0,1,9,0.1,1,19,0.05,1,23,0.0416666666666667,3,23,0.115384615384615,3,23,0.115384615384615
